track,artist,genre,release_date,year,word_count,unique_words
We're Still Young,Nicky Romero,dance_pop,2021-09-10,2021,291,150
Don't Hold Your Breath,Nicole Scherzinger,dance_pop,2011-01-01,2011,409,146
Is It Really Me You're Missing,Nina Nesbitt,dance_pop,2019-02-01,2019,323,124
The Hand That Feeds,Nine Inch Nails,rock,2005-05-03,2005,302,108
Grinding All My Life,Nipsey Hussle,hip_hop,2018-02-16,2018,514,234
It's My Life,No Doubt,dance_pop,2003-01-01,2003,181,76
Lonely,Noah Cyrus,dance_pop,2020-05-15,2020,224,118
In The Heat Of The Moment,Noel Gallagher's High Flying Birds,rock,2014-01-01,2014,385,111
Diddy Bop (feat. Cam O'bi & Raury),Noname,hip_hop,2016-08-12,2016,342,182
Motivation,Normani,dance_pop,2019-08-16,2019,368,122
Amsterdam,Nothing But Thieves,rock,2017-09-08,2017,319,105
Suede,NxWorries,hip_hop,2016-10-21,2016,552,238
All or Nothing,O-Town,dance_pop,2002-11-11,2002,409,146
Here It Goes Again,OK Go,rock,2005-01-01,2005,369,112
Shit Hits The Fan,Obie Trice,hip_hop,2003-01-01,2003,889,382
"Sam (Is Dead) (feat. Domo Genesis & Tyler, The Creator)",Odd Future,hip_hop,2012-03-16,2012,531,266
Wasted Love (feat. Lagique),Ofenbach,dance_pop,2021-01-08,2021,526,371
Ric Flair Drip (with Metro Boomin),Offset,hip_hop,2017-10-30,2017,145,99
"Intoxicated (feat. Raekwon, Method Man & Macy Gray)",Ol' Dirty Bastard,hip_hop,2018-11-15,2018,623,314
One Man Band,Old Dominion,country,2019-10-25,2019,330,134
Gecko (Overdrive),Oliver Heldens,dance_pop,2014-05-17,2014,223,113
History,Olivia Holt,dance_pop,2016-07-15,2016,457,103
Josslyn,Olivia O'Brien,dance_pop,2020-05-15,2020,439,130
Up,Olly Murs,dance_pop,2014-11-24,2014,456,151
Ice Box,Omarion,dance_pop,2006,2006,767,185
Counting Stars,OneRepublic,dance_pop,2013-01-01,2013,532,117
Piro,Onyx,hip_hop,2017-05-29,2017,379,242
Windowpane,Opeth,rock,2003-04-22,2003,110,85
Somewhere Out There,Our Lady Peace,rock,2002-05-17,2002,312,115
Roses,Outkast,hip_hop,2003,2003,792,248
Crazy Train,Ozzy Osbourne,rock,2020-09-18,2020,213,123
Just Give Me a Reason (feat. Nate Ruess),P!nk,dance_pop,2012-09-18,2012,457,162
This Mess We're In,PJ Harvey,rock,2000-01-01,2000,238,113
Phases,PRETTYMUCH,dance_pop,2019-04-26,2019,625,259
Monster,PVRIS,rock,2021-07-30,2021,440,113
Lonely,Palaye Royale,rock,2020-05-29,2020,346,117
Only Love Can Hurt Like This,Paloma Faith,dance_pop,2014-03-10,2014,269,103
High Hopes,Panic! At The Disco,rock,2018-06-22,2018,469,130
Underrated,Papoose,hip_hop,2019-02-15,2019,509,309
Zydrate Anatomy,Paris Hilton,dance_pop,2008-09-30,2008,291,126
Just the Way,Parmalee,country,2021-07-30,2021,543,146
Convoy,Paul Brandt,country,2004-01-01,2004,640,314
The Kiss Of Venus (Dominic Fike),Paul McCartney,rock,2021-04-16,2021,211,110
Sittin' Sidewayz (feat. Big Pokey),Paul Wall,hip_hop,2005-07-19,2005,711,313
Walk Away (Remember Me) (feat. The DEY),Paula DeAnda,dance_pop,2006,2006,749,252
Ni Una Sola Palabra,Paulina Rubio,dance_pop,2006-01-01,2006,349,166
Alrighty Aphrodite,Peach Pit,rock,2018-06-28,2018,139,71
Montego Slay,People Under The Stairs,hip_hop,2002-12-10,2002,542,305
D.R.E.A.M.,Pharoahe Monch,hip_hop,2014-04-15,2014,627,331
Nutshell Pt. 2 (feat. Busta Rhymes and Redman),Phife Dawg,hip_hop,2021-02-12,2021,577,346
Carlene,Phil Vassar,country,2000-02-21,2000,365,160
It's So Easy,Phonte,hip_hop,2016-07-22,2016,443,167
Do It Again,Pia Mia,dance_pop,2015-05-04,2015,570,202
King For A Day,Pierce The Veil,rock,2012-07-17,2012,494,235
Hell on Heels,Pistol Annies,country,2011-08-23,2011,254,109
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,dance_pop,2011-06-17,2011,587,184
"Mama Do (Uh Oh, Uh Oh)",Pixie Lott,dance_pop,2009-01-01,2009,236,92
The Bitter End,Placebo,rock,2003-03-24,2003,204,111
Hypnotized (feat. Akon),Plies,hip_hop,2007-08-06,2007,481,188
All The Things She Said,Poppy,dance_pop,2020-06-03,2020,576,143
Feel It Still,Portugal. The Man,rock,2017-06-16,2017,356,134
Grind With Me,Pretty Ricky,hip_hop,2005-05-17,2005,614,235
John The Fisherman,Primus,rock,2006-01-01,2006,230,141
Blurry,Puddle Of Mudd,rock,2001-01-01,2001,419,125
Diet Coke,Pusha T,hip_hop,2022-02-08,2022,425,220
Won't Trade,Q-Tip,hip_hop,2008-11-04,2008,619,341
"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",Quality Control,hip_hop,2019-08-16,2019,506,267
Catchin' The Vibe,Quasimoto,hip_hop,2013-06-18,2013,338,153
Shooters Inside My Crib,Quavo,hip_hop,2022-01-28,2022,368,164
When You're Good To Mama,Queen Latifah,hip_hop,2001-01-01,2001,242,134
Medicine,Queen Naija,dance_pop,2018-06-08,2018,520,247
Go With The Flow,Queens of the Stone Age,rock,2002-01-01,2002,177,92
Sugar Daddy,Qveen Herby,dance_pop,2020-05-26,2020,501,200
Party Shaker - Edit,R.I.O.,dance_pop,2012-01-01,2012,215,125
All Around The World (La La La),R3HAB,dance_pop,2019-04-05,2019,383,80
Call On Me,RAYE,dance_pop,2021-06-11,2021,380,122
Show Stop,REASON,hip_hop,2020-10-09,2020,500,215
Plug Addicts,RZA,hip_hop,2021-12-10,2021,602,371
Fight Song,Rachel Platten,dance_pop,2016-01-01,2016,345,133
This Could Be Us,Rae Sremmurd,hip_hop,2015-01-06,2015,601,199
Queens Don't,RaeLynn,country,2018-03-16,2018,328,128
Don't Come Easy,Raheem DeVaughn,hip_hop,2018-10-19,2018,291,113
Runnin' Outta Moonlight,Randy Houser,country,2013-01-22,2013,400,150
Three Wooden Crosses,Randy Travis,country,2015-04-21,2015,319,147
Love That Girl,Raphael Saadiq,hip_hop,2008,2008,283,140
OooWee,Rapsody,hip_hop,2016-11-17,2016,807,325
What Hurts The Most,Rascal Flatts,country,2006-01-01,2006,289,138
Golden Touch - Full Length,Razorlight,rock,2004,2004,387,113
Consider Me Gone,Reba McEntire,country,2009-01-01,2009,290,132
Read My Mind,Rebecca Black,dance_pop,2021-12-17,2021,362,128
Forgive,Rebecca Lynn Howard,country,2002-01-01,2002,206,116
Cisco Kid,Redman,hip_hop,2001-01-01,2001,654,347
Move Somethin',Reflection Eternal,hip_hop,2000-10-17,2000,470,261
Ride It,Regard,dance_pop,2019-07-26,2019,392,138
Wanna Don't Wanna,Reignwolf,rock,2019-03-01,2019,357,98
Feels So Good,Remy Ma,hip_hop,2006-01-01,2006,703,201
Heart's In Your Head,Renee Blair,country,2021-11-05,2021,362,104
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,hip_hop,2015-02-10,2015,566,226
Plug Walk,Rich The Kid,hip_hop,2018-03-30,2018,434,188
A Song For The Lovers,Richard Ashcroft,rock,2000-01-01,2000,282,117
Hustlin',Rick Ross,hip_hop,2006-01-01,2006,603,266
Smack A Bitch,Rico Nasty,dance_pop,2020-12-03,2020,383,209
S&M,Rihanna,dance_pop,2010-01-01,2010,529,114
XS,Rina Sawayama,dance_pop,2020-04-17,2020,460,146
Let You Love Me,Rita Ora,dance_pop,2018-11-23,2018,499,103
Turn Me On (feat. Vula),Riton,dance_pop,2019-09-13,2019,296,100
Pressure and Time,Rival Sons,rock,2011-06-21,2011,167,101
Feel,Robbie Williams,dance_pop,2002,2002,254,105
Can't Let Go,Robert Plant,rock,2021-11-19,2021,376,117
Young Right Now,Robin Schulz,dance_pop,2021-11-12,2021,282,77
Blurred Lines,Robin Thicke,dance_pop,2013-01-01,2013,792,276
With Every Heartbeat,Robyn,dance_pop,2005-04-27,2005,162,55
Watching You,Rodney Atkins,country,2006-07-18,2006,385,194
If Tomorrow Never Comes,Ronan Keating,dance_pop,2002-01-01,2002,268,127
Cost Of Livin',Ronnie Dunn,country,2011-06-07,2011,318,174
Smoky Mountain Rain,Ronnie Milsap,country,2019-06-28,2019,249,120
Figure It Out,Royal Blood,rock,2014-08-22,2014,261,77
Airplanes (Freestyle),"Royce Da 5'9""",hip_hop,2010-07-13,2010,430,275
Call Me Mother,RuPaul,dance_pop,2017-03-24,2017,567,254
Waiting All Night (feat. Ella Eyre),Rudimental,dance_pop,2013-04-26,2013,462,38
GROWING UP IS _____,Ruel,dance_pop,2021-12-08,2021,411,146
ooh la la (feat. Greg Nice & DJ Premier),Run The Jewels,hip_hop,2020-06-03,2020,556,388
It's Like That,Run–D.M.C.,hip_hop,2002-09-10,2002,461,225
Yours,Russell Dickerson,country,2017-06-16,2017,307,119
Chasing After You,Ryan Hurd,country,2021-10-15,2021,355,121
Overpowered,Róisín Murphy,dance_pop,2007-10-01,2007,190,78
Never Had A Dream Come True,S Club 7,dance_pop,2000-01-01,2000,450,145
One Step Closer,S Club Juniors,dance_pop,2002-01-01,2002,268,93
You Don't Own Me (feat. G-Eazy),SAYGRACE,dance_pop,2016-07-01,2016,382,173
Immaterial,SOPHIE,dance_pop,2018-06-15,2018,358,98
Photosynthesis,Saba,hip_hop,2016-10-27,2016,605,269
Sue Me,Sabrina Carpenter,dance_pop,2018-11-09,2018,366,141
Gas Pedal,Sage The Gemini,dance_pop,2014-03-25,2014,579,229
My Type,Saint Motel,rock,2014-06-17,2014,188,82
Black Love,Salaam Remi,hip_hop,2020-11-11,2020,503,130
Post Malone (feat. RANI),Sam Feldt,dance_pop,2019-08-16,2019,542,390
This City,Sam Fischer,dance_pop,2019-12-11,2019,338,121
Like I Can,Sam Smith,dance_pop,2014-01-01,2014,306,109
Step Up,Samantha Jade,dance_pop,2007-09-07,2007,608,158
Always Come Back To Your Love,Samantha Mumba,dance_pop,2006-01-01,2006,246,80
Love Song,Sara Bareilles,dance_pop,2007-07-03,2007,447,163
A Little Bit Stronger,Sara Evans,country,2011-03-07,2011,364,133
Hard Things,Sarah Buxton,country,2021-10-20,2021,289,113
My Type,Saweetie,dance_pop,2019-03-29,2019,403,156
Studio,ScHoolboy Q,hip_hop,2014-01-01,2014,557,183
On My Block,Scarface,hip_hop,2002-01-01,2002,544,253
Take Your Mama,Scissor Sisters,dance_pop,2004-01-01,2004,430,179
Still Loving You,Scorpions,rock,2011-11-04,2011,279,100
Five More Minutes,Scotty McCreery,country,2018-01-12,2018,366,174
She's So Lovely,Scouting For Girls,dance_pop,2007-09-17,2007,463,92
Call Me Out,Sea Girls,rock,2017-06-08,2017,338,115
Beautiful Girls,Sean Kingston,dance_pop,2007-07-23,2007,419,178
No Lie,Sean Paul,dance_pop,2018-06-29,2018,762,202
Peep My Words,Sean Price,hip_hop,2005-11-22,2005,407,233
Reload - Radio Edit,Sebastian Ingrosso,dance_pop,2013-01-01,2013,190,65
Drink About,Seeb,dance_pop,2021-01-29,2021,465,93
Wolves,Selena Gomez,dance_pop,2017-10-25,2017,381,98
Who Says,Selena Gomez & The Scene,dance_pop,2011-01-01,2011,402,139
Cry For You,September,dance_pop,2007,2007,457,91
Wolf in Sheep's Clothing,Set It Off,rock,2014-10-14,2014,388,201
Hips Don't Lie (feat. Wyclef Jean),Shakira,dance_pop,2005-11-28,2005,709,275
Señorita,Shawn Mendes,dance_pop,2019-06-19,2019,396,157
Breathless,Shayne Ward,dance_pop,2007-11-26,2007,312,126
Geronimo,Sheppard,dance_pop,2015-01-12,2015,313,109
Real Gone,Sheryl Crow,rock,2006-01-01,2006,325,159
Impossible,Shontelle,dance_pop,2010-01-01,2010,371,130
SLIME,Shygirl,dance_pop,2020-10-21,2020,365,165
Bad Boyz (feat. Barrington Levy),Shyne,hip_hop,2000,2000,592,300
Melody,Sigala,dance_pop,2022-01-21,2022,319,91
Changing,Sigma,dance_pop,2015-12-04,2015,339,96
Mirror,Sigrid,dance_pop,2021-05-26,2021,279,90
Straight Lines,Silverchair,rock,2007-03-31,2007,261,111
The Afterglow,Silverstein,rock,2017-07-14,2017,367,113
Panic Switch,Silversun Pickups,rock,2009-06-26,2009,357,119
High,Sir Sly,rock,2017-06-30,2017,385,132
You’re Not The One,Sky Ferreira,dance_pop,2013-01-01,2013,258,100
Bed-Stuy is Burning,Skyzoo,hip_hop,2021-06-11,2021,1047,331
World on Fire,Slash,rock,2014-09-08,2014,308,144
Clouds,Slayyyter,dance_pop,2021-06-11,2021,207,99
If You Can't Hang,Sleeping With Sirens,rock,2011-05-10,2011,555,182
Thug,Slim Thug,hip_hop,2009-03-24,2009,640,218
Selfish,Slum Village,hip_hop,2004-01-01,2004,726,322
"Santos Party House feat. Big K.R.I.T., Girl Talk",Smoke DZA,hip_hop,2020-10-02,2020,434,243
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,dance_pop,2015-10-21,2015,686,353
I Want You Around,Snoh Aalegra,dance_pop,2019-08-16,2019,328,123
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,hip_hop,2011-12-12,2011,600,336
Chasing Cars,Snow Patrol,rock,2006-01-01,2006,217,108
You Can Buy Everything,SoMo,dance_pop,2015-09-11,2015,341,90
Chillin' Like a Villain,Sofia Carson,dance_pop,2017-07-21,2017,450,166
Casualidad,Sofía Reyes,dance_pop,2022-02-10,2022,435,200
Almeda,Solange,dance_pop,2019-03-01,2019,419,159
Incinerate,Sonic Youth,rock,2006-01-01,2006,123,85
Last Thought (feat. MKLA),Sonny Fodera,dance_pop,2021-10-22,2021,297,65
Murder On The Dancefloor,Sophie Ellis-Bextor,dance_pop,2001-01-01,2001,371,83
Kiss Me Thru The Phone,Soulja Boy,dance_pop,2008-01-01,2008,532,134
Made,Spencer Crandall,country,2021-09-17,2021,347,145
I Got Five On It Remix,Spice 1,hip_hop,2001-11-13,2001,760,394
M.O.M,Spillage Village,hip_hop,2016-12-02,2016,576,231
Inside Out,Spoon,rock,2014-08-05,2014,140,80
I'm Not Missing You,Stacie Orrico,dance_pop,2006-01-01,2006,632,191
It's Been Awhile,Staind,rock,2001-05-22,2001,284,117
Keep It Moving,Statik Selektah,hip_hop,2020-11-27,2020,401,268
Eyes Of A Panther,Steel Panther,rock,2009-01-01,2009,289,137
It's the Way You Make Me Feel,Steps,dance_pop,2000-10-30,2000,135,76
Maybe Tomorrow,Stereophonics,rock,2003-01-01,2003,165,80
Just Hold On,Steve Aoki,dance_pop,2018-11-09,2018,304,116
Brand New Girlfriend,Steve Holy,country,2006-08-08,2006,248,142
Through Glass,Stone Sour,rock,2006,2006,502,132
Plush - Acoustic,Stone Temple Pilots,rock,2003-11-10,2003,275,76
Good Times,Styles P,hip_hop,2002-01-01,2002,751,254
Life is Golden,Suede,rock,2018-09-21,2018,233,86
Push The Button,Sugababes,dance_pop,2005,2005,551,176
Stuck Like Glue,Sugarland,country,2010-01-01,2010,570,169
In Too Deep,Sum 41,rock,2001-01-01,2001,320,129
She Said,Sundara Karma,rock,2017-07-07,2017,377,140
Grow Old with Me,Sunny Sweeney,country,2017-03-10,2017,248,132
"Tales of Endurance, Pt. 4, 5 & 6",Supergrass,rock,2005-06-13,2005,184,137
Moth To A Flame (with The Weeknd),Swedish House Mafia,dance_pop,2021-10-22,2021,465,305
Breathe (feat. kaspara),Syn Cole,dance_pop,2021-01-22,2021,306,104
Chop Suey!,System Of A Down,rock,2001-09-04,2001,304,87
Bartender (feat. Akon),T-Pain,dance_pop,2007-06-05,2007,642,255
Whatever You Like,T.I.,hip_hop,2008-09-07,2008,625,172
The Pot,TOOL,rock,2006-04-28,2006,320,142
Wolf Like Me,TV On The Radio,rock,2006-01-01,2006,387,199
Hangover,Taio Cruz,dance_pop,2011-01-01,2011,469,156
Patience,Take That,dance_pop,2006-01-01,2006,210,95
Get By,Talib Kweli,hip_hop,2002-12-16,2002,714,295
Love and War,Tamar Braxton,dance_pop,2013-09-03,2013,359,164
Officially Missing You,Tamia,dance_pop,2004,2004,293,129
you broke me first,Tate McRae,dance_pop,2020-04-17,2020,344,131
From The D To The A (feat. Lil Yachty),Tee Grizzley,hip_hop,2017-03-17,2017,358,248
The Metal,Tenacious D,rock,2006-11-02,2006,167,80
Somebody Like That,Tenille Arts,country,2020-01-10,2020,307,142
Girl Who Didn't Care,Tenille Townes,country,2021-06-25,2021,330,140
I Just Wanna Be Mad,Terri Clark,country,2003-01-01,2003,312,127
Inner Smile,Texas,dance_pop,2000-10-15,2000,337,117
Gonna Love Me,Teyana Taylor,dance_pop,2018-06-23,2018,330,128
"New York, New York",Tha Dogg Pound,hip_hop,2001-05-01,2001,685,367
No Me Acuerdo,Thalia,dance_pop,2018-11-09,2018,461,142
Somebody Else,The 1975,rock,2016-02-26,2016,485,126
W.Y.G.D.T.N.S. (feat. ScHoolboy Q),The Alchemist,hip_hop,2019-07-29,2019,539,314
Gives You Hell,The All-American Rejects,rock,2008-01-01,2008,486,151
Put a Flower in Your Pocket,The Arcs,rock,2015-08-28,2015,234,111
Better Dig Two,The Band Perry,country,2013-01-01,2013,357,160
Se Acabo,The Beatnuts,hip_hop,2001-03-10,2001,560,352
Howlin' for You,The Black Keys,rock,2010-05-18,2010,172,77
Shakin' Off The Rust,The Blue Stones,rock,2021-03-19,2021,335,119
An Honest Mistake,The Bravery,rock,2005-01-01,2005,159,65
Something Just Like This,The Chainsmokers,dance_pop,2017-04-07,2017,317,102
Amigas Cheetahs,The Cheetah Girls,dance_pop,2006-01-01,2006,427,195
Landslide,The Chicks,country,2002-08-27,2002,186,83
Dreaming of You,The Coral,rock,2002-02-26,2002,168,88
Breathless,The Corrs,dance_pop,2000-07-17,2000,320,115
The Guillotine,The Coup,hip_hop,2012-10-30,2012,551,223
We Used To Be Friends,The Dandy Warhols,rock,2003-01-01,2003,281,91
I Believe in a Thing Called Love,The Darkness,rock,2003-07-07,2003,211,79
I Feel Love (Every Million Miles),The Dead Weather,rock,2015-09-25,2015,232,62
Dipset Anthem,The Diplomats,hip_hop,2003-03-25,2003,665,330
"Yoshimi Battles the Pink Robots, Pt. 1",The Flaming Lips,rock,2002-05-13,2002,229,85
Happiness,The Foreign Exchange,hip_hop,2004,2004,671,300
Whistle For The Choir,The Fratellis,rock,2006-01-01,2006,331,149
El Chapo,The Game,hip_hop,2015-10-16,2015,697,318
S.O.S. (Sawed Off Shotgun),The Glorious Sons,rock,2017-10-27,2017,353,106
How You Like Me Now,The Heavy,rock,2009-10-05,2009,252,94
Hate To Say I Told You So,The Hives,rock,2000,2000,202,107
Bonfire,The Hunna,rock,2016-08-26,2016,309,99
Heaven's Just A Sin Away,The Kendalls,country,2006-01-01,2006,165,78
Mr. Brightside,The Killers,rock,2004,2004,298,113
Future Starts Slow,The Kills,rock,2011-04-04,2011,268,97
Naive,The Kooks,rock,2006-01-01,2006,352,98
"Ryde Or Die, B****",The LOX,hip_hop,2000-01-01,2000,584,312
"Sweet Dreams, TN",The Last Shadow Puppets,rock,2016-04-01,2016,210,131
Don't Look Back into the Sun,The Libertines,rock,2003-08-18,2003,185,87
Black Butterflies and Déjà Vu,The Maine,rock,2017-04-07,2017,357,110
Rita Is Gone,The Marcus King Band,rock,2016-10-07,2016,231,108
Inertiatic Esp,The Mars Volta,rock,2003-01-01,2003,216,100
"You're Gonna Go Far, Kid",The Offspring,rock,2008-06-17,2008,378,150
Take Her Back,The Pigeon Detectives,rock,2007-05-27,2007,447,99
Buttons,The Pussycat Dolls,dance_pop,2005-01-01,2005,575,147
"Steady, As She Goes",The Raconteurs,rock,2006-05-15,2006,350,107
Rita Mae Young,The Record Company,rock,2016-01-01,2016,201,119
Wish I Knew You,The Revivalists,rock,2015-07-15,2015,377,118
The Seed (2.0),The Roots,hip_hop,2002,2002,561,257
What About Us,The Saturdays,dance_pop,2013-01-01,2013,502,155
Unstoppable,The Score,rock,2017-10-13,2017,297,97
Hall of Fame (feat. will.i.am),The Script,dance_pop,2012-09-10,2012,500,126
Glasgow,The Snuts,rock,2021-04-02,2021,261,80
Clairvoyant,The Story So Far,rock,2013-06-18,2013,192,97
Last Nite,The Strokes,rock,2001-07-30,2001,217,94
That's Not My Name,The Ting Tings,dance_pop,2007,2007,807,206
Novocaine,The Unlikely Candidates,rock,2019-03-22,2019,451,106
The Taste of Ink,The Used,rock,2002-06-25,2002,381,141
Want You So Bad,The Vaccines,rock,2015-05-26,2015,194,82
Somebody To You,The Vamps,dance_pop,2014-01-01,2014,492,131
You Ruin Me,The Veronicas,dance_pop,2014-10-24,2014,231,102
Ride,The Vines,rock,2004-01-01,2004,137,68
Glad You Came,The Wanted,dance_pop,2011-01-01,2011,358,104
We're Going to Be Friends,The White Stripes,rock,2001-07-03,2001,268,148
Greek Tragedy,The Wombats,rock,2015-01-13,2015,206,135
Fvck Somebody,The Wrecks,rock,2020-05-01,2020,332,114
Shawty Is Da Shit,The-Dream,hip_hop,2007-01-01,2007,621,268
New Fang,Them Crooked Vultures,rock,2009-11-17,2009,235,143
The Kill,Thirty Seconds To Mars,rock,2005-01-01,2005,241,101
Die A Happy Man,Thomas Rhett,country,2015-01-01,2015,329,147
Are You Gonna Kiss Me Or Not,Thompson Square,country,2011-02-08,2011,351,154
Half On a Sack,Three 6 Mafia,hip_hop,2005-09-27,2005,658,239
Humble And Kind,Tim McGraw,country,2015-01-01,2015,287,139
The Way I Are,Timbaland,hip_hop,2007-01-01,2007,662,185
Undress Rehearsal,Timeflies,dance_pop,2015-09-18,2015,435,141
X,Tinashe,dance_pop,2021-08-06,2021,418,180
Number 1,Tinchy Stryder,dance_pop,2009-01-01,2009,680,246
Girls Like (feat. Zara Larsson),Tinie Tempah,dance_pop,2017-03-31,2017,545,269
The Motto,Tiësto,dance_pop,2021-11-04,2021,364,125
As Good As I Once Was,Toby Keith,country,2005-01-01,2005,373,195
I Like Boys,Todrick Hall,dance_pop,2019-05-23,2019,524,195
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,rock,2008-05-20,2008,285,153
He Wasn't Man Enough,Toni Braxton,dance_pop,2000,2000,722,235
Drama Setter,Tony Yayo,hip_hop,2005-01-01,2005,936,396
Blow the Whistle,Too $hort,hip_hop,2006-08-28,2006,409,246
In Your Arms (For An Angel),Topic,dance_pop,2022-01-28,2022,314,104
Dear No One,Tori Kelly,dance_pop,2013-01-01,2013,329,123
Habits (Stay High),Tove Lo,dance_pop,2014-01-01,2014,343,135
Honky Tonk Badonkadonk,Trace Adkins,country,2005-01-01,2005,419,212
Drinkin' Bone,Tracy Byrd,country,2003-01-01,2003,261,105
Paint Me a Birmingham,Tracy Lawrence,country,2011-06-08,2011,291,128
"Hey, Soul Sister",Train,dance_pop,2010-12-01,2010,305,139
Sing,Travis,rock,2001-06-12,2001,186,82
Dirt Road Down,Travis Denning,country,2021-08-06,2021,318,137
One Wing In The Fire,Trent Tomlinson,country,2006-01-01,2006,296,148
Slow Motion,Trey Songz,dance_pop,2015-06-23,2015,280,112
I'm a Thug,Trick Daddy,hip_hop,2001-03-20,2001,652,249
Pour Me,Trick Pony,country,2001,2001,309,118
Shallow (The Duet with Garth Brooks and Trisha Yearwood),Trisha Yearwood,country,2021-02-05,2021,238,105
Fight the Good Fight,Triumph,rock,2010-05-14,2010,285,156
Angel Baby,Troye Sivan,dance_pop,2021-09-09,2021,342,150
Underwater,Tujamo,dance_pop,2021-07-30,2021,239,67
Wicked Wonderland,Tungevaag,dance_pop,2015-01-29,2015,299,81
Oops (Oh My) [feat. Missy Elliott],Tweet,hip_hop,2002-04-02,2002,357,124
Stressed Out,Twenty One Pilots,rock,2015-05-15,2015,539,168
Slow Jamz,Twista,hip_hop,2004-02-10,2004,1139,381
What You Know,Two Door Cinema Club,rock,2010-02-17,2010,234,87
Redneck Crazy,Tyler Farr,country,2013-09-27,2013,263,126
Leave Her Wild,Tyler Rich,country,2020-09-04,2020,398,116
NEW MAGIC WAND,"Tyler, The Creator",hip_hop,2019-05-17,2019,531,253
I Don't Wanna Be Me,Type O Negative,rock,2003-06-09,2003,268,79
How You Gonna Act Like That,Tyrese,hip_hop,2002-12-01,2002,710,233
A Little Samba,Ugly Duckling,hip_hop,2000,2000,509,246
Follow Me,Uncle Kracker,country,2000-06-13,2000,365,101
Lady In Black,Uriah Heep,rock,2009-10-02,2009,335,184
My Boo,Usher,dance_pop,2004-03-23,2004,587,173
Reverse (feat. G-Eazy),VIC MENSA,hip_hop,2018-12-14,2018,567,387
Rise Up (feat. Vamero),VINAI,dance_pop,2020-05-01,2020,274,69
Thank You [Not So Bad],VIZE,dance_pop,2020-02-07,2020,509,60
A-Punk,Vampire Weekend,rock,2008-01-27,2008,179,97
Say OK,Vanessa Hudgens,dance_pop,2006-01-01,2006,415,136
Slither,Velvet Revolver,rock,2004,2004,219,79
"Boom, Boom, Boom, Boom!!",Vengaboys,dance_pop,2000,2000,318,78
Not Such An Innocent Girl,Victoria Beckham,dance_pop,2001-01-01,2001,430,139
Coastin’,Victoria Monét,dance_pop,2021-08-05,2021,317,113
Take A Hint,Victorious Cast,dance_pop,2012-09-14,2012,440,165
Friday Night‬‬‬,Vigiland,dance_pop,2017-04-28,2017,326,105
Vaudeville Villain,Viktor Vaughn,hip_hop,2003,2003,417,290
ARE YOU WITH THAT?,Vince Staples,hip_hop,2021-07-09,2021,436,226
Shut Up and Dance,WALK THE MOON,rock,2014-12-02,2014,368,107
The Streets - Re-Twist,WC,hip_hop,2002-01-01,2002,719,331
t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,dance_pop,2021-07-16,2021,397,277
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,hip_hop,2010-10-01,2010,737,309
Lotus Flower Bomb (feat. Miguel),Wale,hip_hop,2011-10-28,2011,580,285
Fancy Like,Walker Hayes,country,2022-01-21,2022,422,179
Party We Will Throw Now!,Warren G,hip_hop,2012-04-24,2012,636,306
I Miss Having Sex But At Least I Don't Wanna Die Anymore,Waterparks,rock,2019-10-11,2019,361,134
Happy Pills,Weathers,rock,2016-06-03,2016,266,87
Island In The Sun,Weezer,rock,2001-05-15,2001,218,86
My Love,Westlife,dance_pop,2000,2000,367,116
Gangsta Nation,Westside Connection,hip_hop,2003-12-09,2003,917,345
Farewell To The Fairground,White Lies,rock,2009,2009,221,111
How Will I Know,Whitney Houston,dance_pop,2021-09-24,2021,417,119
Fallin’ (Adrenaline),Why Don't We,dance_pop,2021-01-15,2021,444,144
"Jesus, Etc.",Wilco,rock,2002-04-16,2002,229,83
Evergreen,Will Young,dance_pop,2002,2002,296,84
See You Again (feat. Charlie Puth),Wiz Khalifa,hip_hop,2015,2015,701,363
Joker And The Thief,Wolfmother,rock,2005-01-01,2005,259,112
Renegades,X Ambassadors,rock,2015-06-30,2015,234,78
X,Xzibit,hip_hop,2000-04-02,2000,789,365
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,hip_hop,2018-08-03,2018,541,366
Seize the Power,YONAKA,rock,2021-07-15,2021,336,143
parents,YUNGBLUD,rock,2020-12-04,2020,377,170
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,rock,2009-01-01,2009,580,366
Sweet Talker,Years & Years,dance_pop,2022-01-21,2022,330,119
You and Me,Yelawolf,hip_hop,2019-11-01,2019,425,194
That's On Me,Yella Beezy,hip_hop,2017-12-21,2017,784,239
Ocean Avenue,Yellowcard,rock,2003-01-01,2003,278,127
Salt Shaker,Ying Yang Twins,hip_hop,2004-01-01,2004,679,257
Rake It Up (feat. Nicki Minaj),Yo Gotti,hip_hop,2017-10-27,2017,475,315
Take on the World,You Me At Six,rock,2017-01-06,2017,295,112
